CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/2/2015,115416,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - MPA  SAN MATEO COHORT,222 PAUL SCANNELL ROAD YOUTH SERVICES CENTER,SAN MATEO,CA,94402-4061,
1/2/2015,115419,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - SFVA MSN COHORT,4150 CLEMENT STREET SAN FRANCISCO VA MEDICAL CENTER,SAN FRANCISCO,CA,94121-1545,
1/2/2016,115415,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - MARIN LEADERSHIP INSTITUTE,1111 LAS GALINAS AVENUE MARIN COUNTY OFFICE OF EDUCATON,SAN RAFAEL,CA,94913-1843,
1/2/2016,115417,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY-SAN FRANCISCO GENERAL HOSPITAL,1001 PORTRERO AVENUE,SAN FRANCISCO,CA,94110-0000,
1/2/2016,115418,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - APO-MILLS COHORT,1501 TROUSDALE DRIVE MILLS PENINSULA HOSPITAL,BURLINGAME,CA,94010-4506,
1/3/1987,631400,MARYLAND GENERAL HOSPITAL SCHOOL OF NURSING,MARYLAND GENERAL HOSPITAL SCHOOL OF NURSING,847 NORTH HOWARD STREET,BALTIMORE,MD,21201,
1/3/1987,2318700,BURNSIDE-OTT AVIATION TRAIN CTR,BURNSIDE-OTT AVIATION TRAIN CTR,14100 SW 129 ST,MIAMI,FL,33186,
1/3/1994,2348100,PALMER BUSINESS INSTITUTE,PALMER BUSINESS INSTITUTE,1457 MANHEIM PIKE,LANCASTER,PA,17601,
1/3/1994,2602000,NEON ART & TUBE BENDING SCHOOL,NEON ART & TUBE BENDING SCHOOL,2014 LLOYD CENTER,PORTLAND,OR,97232,
1/3/1995,1157001,PIMA MEDICAL INSTITUTE - MESA,AZTECH COLLEGE,2201 SAN PEDRO NE BUILDING #3,ALBUQUERQUE,NM,87110,
1/3/1995,2169200,EUROPEAN AMERICAN BEAUTY SCHOOL,EUROPEAN AMERICAN BEAUTY SCHOOL,4 WEBER AVENUE,MALVERNE,NY,11565,
1/3/1995,2262264,NATIONAL ACADEMY FOR PARALEGAL STUDIES,RHODE ISLAND COLG,MT PLEASANT AVE,PROVIDENCE,RI,2901,
1/3/1995,3027600,EXXEL COLLEGE OF BUSINESS,EXXEL COLLEGE OF BUSINESS,2975 WILSHIRE BOULEVARD SUITE 200,LOS ANGELES,CA,90010,
1/3/1995,3027601,EXXEL COLLEGE OF BUSINESS,EXXEL COLLEGE OF BUSINESS,2525 COLORADO BOULEVARD,EAGLEROCK,CA,90041,
1/3/1997,2071400,SAINT LOUIS TECHNICAL CAREER COLLEGE,ST LOUIS TECHNICAL CAREER COLLEGE,9741 SAINT CHARLES ROCK ROAD,SAINT LOUIS,MO,63114-2625,
1/3/2005,150985,NOVA SOUTHEASTERN UNIVERSITY,NOVA SOUTHEASTERN UNIVERSITY - UNIVERSITY OF PHOENIX,1515 WEST 190 STREET SUITE 200,GARDENA,CA,90248-4924,
1/3/2007,193906,NEWMAN UNIVERSITY,NEWMAN UNIVERSITY - HUTCHINSON,115 EAST 2ND STREET,HUTCHINSON,KS,67504-1942,
1/4/1990,1032100,LYONS INST,LYONS INST,320 MAIN ST,HACKENSACK,NJ,7601,
1/4/1990,2054600,CALIFORNIA BEAUTY COLLEGE,CALIFORNIA BEAUTY COLLEGE,1805 ARNOLD DRIVE,MARTINEZ,CA,94553,
1/4/1990,2080104,UNITED COLLEGE,UNITED COLLEGE,2500 HAMPTON AVENUE,SAINT LOUIS,MO,63139,
1/4/1990,2108700,CHESAPEAKE BUSINESS INSTITUTE,CHESAPEAKE BUSINESS INSTITUTE,5408 SILVER HILL ROAD,FORESTVILLE,MD,20747,
1/4/1990,2607200,UNITED COLLEGE,UNITED COLLEGE,2500 HAMPTON AVENUE,SAINT LOUIS,MO,63139,
1/4/1991,2134600,GENERAL EDUCATION & TRAINING HOME STUDY,GENERAL EDUCATION & TRAINING HOME STUDY,12100 GRANDVIEW ROAD,GRANDVIEW,MO,64030,
1/4/1991,2177600,PRO CAREER CENTER,PRO CAREER CENTER,1011 NORTHWEST 9TH AVENUE,FORT LAUDERDALE,FL,33311,
1/4/1991,2219700,CORTEZ W PETERS BUSINESS COLLEGE OF CHICAGO,CORTEZ W PETERS BUSINESS COLLEGE OF CHICAGO,1633 W 95TH ST,CHICAGO,IL,60643,
1/4/1991,2601200,GENERAL EDUCATION & TRAINING RESIDENT PROGRAM,GENERAL EDUCATION & TRAINING RESIDENT PROGRAM,12100 GRANDVIEW ROAD,GRANDVIEW,MO,64030,
1/4/1993,3064801,AMHERST CAREER CENTER,AMHERST CAREET CENTER,330 NORTH MART,JACKSON,MS,39206,
1/4/1994,2124600,LOWELL BEAUTY COLLEGE,LOWELL BEAUTY COLLEGE,403 WEST COMMERCIAL AVENUE,LOWELL,IN,46356,
1/4/1995,2360208,STENOTYPE INSTITUTE OF SPRINGFIELD,STENOTYPE INSTITUTE OF SPRINGFIELD - BATON ROUGE,5745 ESSEN LANE SUITE 200,BATON ROUGE,LA,70810,
1/4/2000,2601900,MIAMI INSTITUTE OF TECHNOLOGY,MIAMI INSTITUTE OF TECHNOLOGY,1001 SW 1ST STREET,MIAMI,FL,33130-1049,
1/4/2010,261011,FELICIAN UNIVERSITY,FELICIAN COLLEGE -,MMO CONGREGATIONAL CHURCH 40 SOUTH FULLERTON AVENUE,MONTCLAIR,NJ,07042-3357,
1/4/2010,261019,FELICIAN UNIVERSITY,FELICIAN COLLEGE - LAVIDA CHILDCARE CENTER TOO,116 JACKSON STREET,PATERSON,NJ,07501-2806,
1/5/1990,2116200,COMMERCIAL PROGRAMMING UNLIMITED,COMMERCIAL PROGRAMMING UNLIMITED,1118 MARKET STREET,PHILADELPHIA,PA,19107,
1/5/1990,2193000,CHESEAPEAKE BUSINESS INST OF VIRGINIA,CHESEAPEAKE BUSINESS INST OF VIRGINIA,3823 MT VERNON AVE,ALEXANDRIA,VA,22305,
1/5/1992,2347214,BRANELL INSTITUTE,BRANCH LOCATION,POLK CORRECTION INST,POLK CITY,FL,33868,
1/5/1992,2523003,AVTECH INSTITUTE,AVTECH INSTITUTE,7101 BAIRD STREET SUITE #202,RESEDA,CA,91335,
1/5/1994,2092600,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE,50 N 2ND STREET,PHILADELPHIA,PA,19106-0000,
1/5/1994,2092605,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE - CHICAGO,11 E ADAMS STREET 4TH FLOOR,CHICAGO,IL,60603-0000,
1/5/1994,2092606,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE - UNIVERSITY HEIGHTS CAMPUS,200 WASHINGTON STREET,NEWARK,NJ,07102-0000,
1/5/1994,2092610,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE,40-50 N 2ND STREET,PHILADELPHIA,PA,19106-0000,
1/5/1994,2619700,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE,201 EAST BALTIMORE STREET 2ND FLOOR,BALTIMORE,MD,21202,
1/5/1995,2244302,MISSISSIPPI BARBER ACADEMY,ACADEMY OF HAIR DESIGN - #2,306 UNIVERSITY DRIVE,STARKVILLE,MS,39759,
1/5/1995,2262235,NATIONAL ACADEMY FOR PARALEGAL STUDIES,AUXILIARY CLASSROOM ORANGE,115 S ST,MIDDLETOWN,NY,10940,
1/5/1996,1117500,SAWYER SCHOOL OF BUSINESS,SAWYER SCHOOL OF BUSINESS,26051 HOOVER ROAD (SCHOOL CLOSED),WARREN,MI,48089,
1/5/2004,488224,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - MSU COLLEGE OF NURSING BILLINGS,BILLINGS CAMPUS 1500 NORTH 30TH,BILLINGS,MT,59101-0252,
1/5/2004,2326304,FORTIS INSTITUTE,MEDVANCE INSTITUTE - COOKEVILLE,1065 EAST TENTH STREET,COOKEVILLE,TN,38501-1907,
1/5/2005,3032701,COOPER CAREER INSTITUTE,COOPER CAREER INSTITUTE - VIRGINIA BEACH,129 N. WITCHDUCK ROAD,VIRGINIA BEACH,VA,23462-6555,
1/5/2009,2245502,FORTIS COLLEGE,CENTRAL FLORIDA COLLEGE - CAREER TRAINING INSTITUTE - ORLANDO,3318 EDGEWATER DRIVE,ORLANDO,FL,32804-3742,
1/5/2015,903800,MR BERNARD'S SCHOOL OF HAIR FASHION,MR. BERNARD'S SCHOOL OF HAIR FASHION,711 LISBON STREET,LEWISTON,ME,04240-6627,
1/5/2015,903801,MR BERNARD'S SCHOOL OF HAIR FASHION,MR BERNARD'S SCHOOL OF HAIR FASHION - BANGOR,66 PINE STREET,BANGOR,ME,04401-0000,
1/5/2016,152647,SAINT LEO UNIVERSITY,SAINT LEO UNIVERSITY - PORTLAND, MOUNT CARMEL CATH.CHRREL EDU BLDG 1003 AUSTIN ST,PORTLAND,TX,78374-0000,
1/6/1990,863800,WILFRED ACADEMY OF HAIR AND BEAUTY CULTURE,WILFRED ACADEMY OF HAIR AND BEAUTY CULTURE,1001 WEST OAKLAND PARK BOULEVARD,FT LAUDERDALE,FL,33311,
1/6/1990,2160700,WILFRED ACADEMY OF HAIR DESIGN & BEAUTY CULTURE,WILFRED ACADEMY OF HAIR DESIGN & BEAUTY CULTURE,1024 NORTH MIAMI BEACH BOULEVARD,NORTH MIAMI BEACH,FL,33162,
1/6/1992,2314402,BISH MATHIS INST,BRANCH CAMPUS,202 S ALAMO,MARSHALL,TX,75670,
1/6/1995,2347500,COASTAL TRAINING INSTITUTE OF MONTGOMERY,COASTAL TRAINING INSTITUTE OF MONTGOMERY,5950 MONTICELLO DRIVE,MONTGOMERY,AL,36117,
1/6/1995,2347503,COASTAL TRAINING INSTITUTE OF MONTGOMERY,COASTAL TRAINING INSTITUTE,CALLE COMERCIAL NUMERO 19-21,AGUADILLA,PR,603,
1/6/1997,1248000,ROCKEY'S INSTITUTE OF HAIR DESIGN,ROCKEY'S INST OF HAIR DESIGN,2110 BAY PLAZA CTR,BAYTOWN,TX,77520,
1/6/1997,2139000,CRAFT INSTITUTE (THE),CRAFT INSTITUTE (THE),9 SOUTH 12TH STREET,PHILADELPHIA,PA,19107-3616,
1/6/1998,945200,INTERSTATE CAREER COLLEGE,INTERSTATE CAREER COLLEGE,6367 EAST TANQUE VERDE ROAD SUITE 100,TUCSON,AZ,85715-3831,
1/6/2005,380714,MOUNTAIN STATE UNIVERSITY,MOUNTAIN STATE UNIVERSITY - MCDOWELL COUNTY CAREER AND TECHNICAL CTR,1 STADIUM DRIVE DRAWER V,WELCH,WV,24801-3041,
1/6/2005,854702,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 7,IVY TECH COMMUNITY COLLEGE OF INDIANA -REGION7-TERRE HAUTE-FDRL PRISON,IVY TECH STATE COLLEGE-PRISON UNITED STATES PENITENTIARY,TERRE HAUTE,IN,47808-0000,
1/6/2006,709000,METHODIST HOSPITAL SCHOOL OF NURSING,METHODIST HOSPITAL SCHOOL OF NURSING,2301 SOUTH BROAD STREET,PHILADELPHIA,PA,19148-3594,
1/6/2010,177908,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE - MARISSA,324 EAST SPRING,MARISSA,IL,62257-0000,
1/6/2014,2200101,GUTI THE PREMIER BEAUTY AND WELLNESS ACADEMY,GUTI THE PREMIER BEAUTY AND WELLNESS ACADEMY -,135 US HIGHWAY 27 NORTH,SEBRING,FL,33870-2100,
1/6/2014,3473309,UNIVERSITY OF THE ARTS LONDON,UNIVERSITY OF THE ARTS LONDON - CSM,10 BACK HILL CLERKENWELL,LONDON,,,ENGLAND
1/6/2015,3395301,ICDC COLLEGE,INTERNATIONAL CAREER DEVELOPMENT CENTER - VAN NUYS CAMPUS,14434 SHERMAN WAY,VAN NUYS,CA,91405-0000,
1/6/2016,4173100,LAB PAUL MITCHELL PARTNER SCHOOL (THE),LAB PAUL MITCHELL PARTNER SCHOOL (THE),25 SCOTCH ROAD SUITE A,EWING,NJ,08628-2500,
1/7/1988,658800,NEWPORT HOSPITAL SCHOOL OF NURSING,NEWPORT HOSPITAL SCHOOL OF NURSING,FRIENDSHIP STREET,NEWPORT,RI,2840,
1/7/1993,2546802,MTA SCHOOL RESIDENT SCHOOL,BRANCH CAMPUS,11842 MISSOURI BOTTOM ROAD,ST LOUIS,MO,63042,
1/7/1993,2546902,MTA SCHOOL RESIDENT SCHOOL,BRANCH CAMPUS,325 N COTA ST,CORONA,CA,91720,
1/7/1994,2092607,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE,44 BROAD STREET NW,ATLANTA,GA,30303-0000,
1/7/2005,2344300,EMPIRE BEAUTY SCHOOL,EMPIRE BEAUTY SCHOOL,2632 SOUTH BROAD STREET,PHILADELPHIA,PA,19145-4616,
1/7/2008,488204,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - BAKER COUNTY CENTER,2100 MAIN,BAKER CITY,OR,97814-2655,
1/7/2008,488211,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - GRANT COUNTY CENTER,837 SOUTH CANYON BOULEVARD,JOHN DAY,OR,97845-1056,
1/7/2008,488212,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - HARNEY COUNTY CENTER,1100 OREGON AVENUE,BURNS,OR,97720-2312,
1/7/2008,488219,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - WALLOWA COUNTY CENTER,301 WEST NORTH STREET,ENTERPRISE,OR,97828-1096,
1/7/2009,226030,FERRIS STATE UNIVERSITY,FERRIS STATE UNIVERSITY - KALAMAZOO,601 JOHN STREET,KALAMAZOO,MI,49001-5341,
1/7/2011,199906,UNIVERSITY OF LOUISVILLE,UNIVERSITY OF LOUISVILLE - GENERAL ELECTRIC APPLIANCE PARK,4000 BUECHEL BANK ROAD,LOUISVILLE,KY,40218-3477,
1/7/2013,245317,CENTRAL METHODIST UNIVERSITY,CMU - CLINTON,602 SOUTH FIFTH STREET,CLINTON,MO,64735-0000,
1/7/2014,991711,IVY TECH COMMUNITY COLLEGE OF INDIANA,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 2 - 328 BUILDING,328 NORTH MICHIGAN STREET,SOUTH BEND,IN,46601-1033,
1/7/2015,214540,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - COLE-HARRINGTON-ENABLE,605 NEPONSET STREET,CANTON,MA,02021-1981,
1/7/2015,214543,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - CHILDREN'S EXPRESS,359 MANELY STREET,WEST BRIDGEWATER,MA,02379-1022,
1/7/2015,214549,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - CHILDREN'S WORKSHOP,536 MACARTHUR BOULEVARD,BOURNE,MA,02532-3839,
1/7/2015,214554,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - 12TH BAPTIST CHURCH,150 WARREN STREET,ROXBURY,MA,02119-3234,
1/7/2016,82098846,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - COMFORT INN CAPITAL BELTWAY,4050 POWDER MILL ROAD,BELSVILLE,MD,20705-3101,
1/8/1986,2229800,BIGGERS SCHOOL COURT REPORT/SECRETARY SCIENCE,BIGGERS SCHOOL COURT REPORT/SECRETARY SCIENCE,601 PAPWORTH AVENUE SUITE 200,METAIRIE,LA,70005,
1/8/1994,2610300,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,6901 EAST WASHINGTON STREET,INDIANAPOLIS,IN,46219-0000,
1/8/1994,2610400,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,1523 25TH STREET,BEDFORD,IN,47421,
1/8/1994,3079300,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,740 JEFFERSON COURT,MADISON,IN,47250,
1/8/1998,226601,CORNERSTONE UNIVERSITY,CORNERSTONE UNIVERSITY - CALVARY BIBLE CHURCH,855 SOUTH DRAKE ROAD,KALAMAZOO,MI,49007-1332,
1/8/1998,1248500,ALADDIN BEAUTY COLLEGE #25,ALADDIN BEAUTY COLLEGE #25,11515 GARLAND ROAD,DALLAS,TX,75218-2504,
1/8/1998,3089500,A J COSMETOLOGY SCHOOL,A J COSMETOLOGY SCHOOL,3090 D ALOMA AVENUE SUITE 150,WINTER PARK,FL,32792-3703,
1/8/2004,3449300,CIMS COLLEGE,CIMS COLLEGE,5340 EAST MAIN STREET SUITE 204/209,WHITEHALL,OH,43213-2574,
1/8/2007,488226,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY -MSU COLLEGE OF NURSINGGREAT FALLS,GREAT FALLS CAMPUS 2800 11TH AVENUE SOUTH SUITE #104,GREAT FALLS,MT,59405-5263,
1/8/2013,2068202,COX COLLEGE,LESTER E. COX MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY,1423 NORTH JEFFERSON AVENUE,SPRINGFIELD,MO,65802-1988,
1/8/2013,2068204,COX COLLEGE,LESTER E. COX MEDICAL CENTER - SCHOOL OF MEDICAL TECHNOLOGY,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807-5297,
1/8/2015,154704,POINT UNIVERSITY,POINT UNIVERSITY,2605 BEN HILL ROAD,EAST POINT,GA,30344-1999,
1/8/2015,177905,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE -KASKASKIA,450 NORTH KASKASKIA,NASHVILLE,IL,62263-0000,
1/8/2017,149915,ALTIERUS CAREER COLLEGE,EVEREST UNIVERSITY,5421 DIPLOMAT CIRCLE,ORLANDO,FL,32810-5601,
1/8/2018,172206,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - KASKASKIA COMMUNITY COLLEGE,27210 COLLEGE ROAD,CENTRALIA,IL,62801-7878,
1/8/2018,172215,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - BELLEVILLE MEMORIAL HOSPITAL,4500 MEMORIAL DR.,BELLEVILLE,IL,62226-5360,
1/8/2018,172219,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - ALTON HIGH SCHOOL,4200 HUMBERT ROAD,ALTON,IL,62002-7117,
1/8/2018,172240,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - SWIC RED BUD CAMPUS,500 WEST SOUTH 4TH STREET,RED BUD,IL,62278-2201,
1/8/2018,172247,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - GLASGOW,TJ SAMSON COMMUNITY HOSPITAL 1301 N. RACE,GLASGOW,KY,42141-3454,
1/8/2018,172257,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - SCOTT ELEMENTARY SCHOOLO,4732 PATRIOTS DRIVE,SCOTT AFB,IL,62225-1197,
1/8/2018,172259,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - REND LAKE COLLEGE MURPHY-WALL PINCKNEYVILLE,5680 STATE ROUTE 154,PINCKNEYVILLE,IL,62274-3431,
1/8/2018,172264,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - SHAWNEE COMMUNITY COLLEGE,8364 SHAWNEE COLLEGE ROAD,ULLIN,IL,62992-2206,
1/8/2018,172265,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - SOUTHEASTERN ILLINOIS COLLEGE,3575 COLLEGE ROAD,HARRISBURG,IL,62946-4925,
1/8/2018,172266,MCKENDREE UNIVERSITY,MCKENDREE UNIVERSITY - OSF ST CLARE'S HOSPITAL,915 E. 5TH STREET,ALTON,IL,62002-6434,
1/9/1990,2284600,ARIZONA BARBER STYLING COLLEGE,ARIZONA BARBER STYLING COLLEGE,2108 EAST THOMAS ROAD,PHOENIX,AZ,85016,
1/9/1991,2542500,UNIVERSITY OF SOUND ARTS,UNIVERSITY OF SOUND ARTS,1645 N VINE ST STE 350,HOLLYWOOD,CA,90028,
1/9/1992,777201,NEW CAREERS OF HUNTINGTON,SEPARATE CLASSROOM,12 WASHINGTON AVE,HUNTINGTON,WV,25701,
1/9/1992,1215800,CHEENAS BEAUTY ACADEMY,CHEENAS BEAUTY ACADEMY,10TH & PIERCE,SHARPSVILLE,PA,16150,
1/9/1995,785000,PHILLIPS SCHOOL OF BUSINESS & TECHNOLOGY AUSTIN,PHILLIPS SCHOOL OF BUSINESS & TECHNOLOGY AUSTIN,119 WEST 8TH STREET,AUSTIN,TX,78701,
1/9/2001,193904,NEWMAN UNIVERSITY,NEWMAN UNIVERSITY - EASTERN CENTER,1810 NORTH ANDOVER ROAD,ANDOVER,KS,67002-9471,
1/9/2006,370251,AVERETT UNIVERSITY,AVERETT UNIVERSITY - BLUE CROSS/BLUE SHIELD,550 12TH STREET SW,WASHINGTON,DC,20024-0001,
1/9/2006,2617101,BATON ROUGE COLLEGE,BATON ROUGE COLLEGE - METAIRIE,ARCHBISHOP RUMMEL HIGH SCHOOL 1901 SEVERN,METAIREI,LA,70001-2853,
1/9/2006,10370210,AVERETT UNIVERSITY,AVERETT UNIVERSITY - CARE FIRST BLUE CROSS/BLUE SHIELD,840 FIRST STREET NORTH WEST,WASHINGTON,DC,20002-4205,
1/9/2012,352630,TREVECCA NAZARENE UNIVERSITY,TREVECCA NAZARENE UNIVERSITY - CROSSVILLE,ROANE STATE COMMUNITY COLLEGE 2567 COOK RD.,CROSSVILLE,TN,38571-3208,
1/9/2012,980801,UNIVERSITY OF STRATHCLYDE GLASGOW,UNIVERSITY OF STRATHCLYDE GLASGOW -,JORDANHILL CAMPUS SOUTHBRAE DRIVE,GLASGOW,,,SCOTLAND
1/9/2013,3771300,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE,11141 GEORGIA AVENUE SUITE 418,WHEATON,MD,20902-4637,
1/9/2013,3771301,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - COLUMBIA,8621 ROBERT FULTON DRIVE SUITE 180,COLUMBIA,MD,21046-2620,
1/9/2013,3771302,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - BALTIMORE,190 WEST OSTEND STREET SUITE 300,BALTIMORE,MD,21230-3796,
1/9/2013,3771303,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - FRAMINGHAM,125 NEWBURY STREET,FRAMINGHAM,MA,01701-4592,
1/9/2013,3771304,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - SPRINGFIELD,365 CADWELL DRIVE,SPRINGFIELD,MA,01104-1739,
1/9/2013,3771305,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - BRAINTREE,703 GRANITE STREET,BRAINTREE,MA,02184-5328,
1/9/2013,3771306,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - CAMBRIDGE,186 ALEWIFE BROOK PARKWAY,CAMBRIDGE,MA,02138-1134,
1/9/2013,3771307,AMERICAN CAREER INSTITUTE,AMERICAN CAREER INSTITUTE - WOBURN,10 STATE STREET,WOBURN,MA,01801-6804,
1/9/2014,2255200,PENNSYLVANIA SCHOOL OF BUSINESS,PENNSYLVANIA SCHOOL OF BUSINESS,265 LEHIGH STREET,ALLENTOWN,PA,18102-1604,
1/9/2016,4137900,BRENSTEN EDUCATION,BRENSTEN EDUCATION,20633 WATERTOWN COURT,WAUKESHA,WI,53186-0000,
1/9/2017,399005,FLORENCE - DARLINGTON TECHNICAL COLLEGE,FLORENCE - DARLINGTON TECHNICAL COLLEGE - MARION COUNTY TECH ED CENTER,2697 E. HIGHWAY 76,MULLINS,SC,29574-6009,
1/10/1992,484000,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,1920 CAPITAL BLVD,RALEIGH,NC,27604,
1/10/1994,2355400,CAREER TRAINING CENTER,CAREER TRAINING CENTER,4000 W BROAD ST,RICHMOND,VA,23230,
1/10/1994,2355401,CAREER TRAINING CENTER,BRANCH LOCATION -FORMERLY  500 ALLEGHANY AVE,2600 MEML AVE STE 201,LYNCHBURG,VA,24501,
1/10/1994,2355402,CAREER TRAINING CENTER,BRANCH LOCATION,3223 BRANDON AVE,ROANOKE,VA,24018,
1/10/1995,2149300,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE,25 WEST 17TH STREET,NEW YORK,NY,10011,
1/10/1995,2149301,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE - QUEENS,163-02 JAMAICA AVENUE,JAMAICA,NY,11432,
1/10/1995,2149303,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHL INST (FLATBUSH),884 FLATBUSH AVE,BROOKLYN,NY,11226,
1/10/1995,2149305,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHL INST (BROOKLYN),57 WILLOUGHBY ST,BROOKLYN,NY,11201,
1/10/1995,2583800,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,163-20 JAMACIA AVE,JAMACIA,NY,11432,
1/10/1995,2584000,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,884 FLATBUSH AVE,BROOKLYN,NY,11226,
1/10/1995,2584001,SCS BUSINESS & TECHNICAL INSTITUTE,BRANCH CAMPUS (FORMERLY FREE STANDING AT 57 WILLOUGHBY STREET),384 BRIDGE STREET,BROOKLYN,NY,11201,
1/10/1995,3036500,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,2200 BERGENLINE AVENUE,UNION CITY,NJ,7087,
1/10/1995,3036600,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE,516 MAIN STREET,EAST ORANGE,NJ,7017,
1/10/1996,1185000,HOSPITAL FOR SPECIAL SCHOOL OF PRACTICAL,HOSPITAL FOR SPECIAL SCHOOL OF PRACTICAL,535 E 70TH ST,NEW YORK,NY,10021,
1/10/1997,2562202,COLLEGE OF ENGLISH LANGUAGE,ADDITIONAL LOCATION,6614 HORNWOOD DRIVE,HOUSTON,TX,77074,
1/10/2000,2346300,US SCHOOLS,US SCHOOLS,100 NORTH PLAZA,MIAMI,FL,33147-4718,
1/10/2001,370258,AVERETT UNIVERSITY,AVERETT UNIVERSITY - MDW EDUCATION CENTER,BUILDING 219,FORT MYER,VA,22111-1199,
1/10/2008,3091306,REGENT UNIVERSITY,REGENT UNIVERSITY - GRADUATE CENTER OF NORTHERN VIRGINIA/DC,1650 DIAGONAL ROAD,ALEXANDRIA,VA,22314-2857,
1/10/2009,2182918,CAMBRIDGE COLLEGE,CAMBRIDGE COLLEGE - SOUTH BOSTON VA,820 BRUCE STREET,SOUTH BOSTON,VA,24592-3815,
1/10/2013,245313,CENTRAL METHODIST UNIVERSITY,CMU - GRANDIN,JCT. HWY. 21 & COUNTY ROAD 243,GRANDIN,MO,63943-1000,
